Sym_16686_c0_g1	GO:0005829;GO:0005634;GO:0004001;GO:0005524;GO:0044209;GO:0006144;GO:0006166
Sym_104113_c0_g1	GO:0016021;GO:0046872;GO:0016740;GO:0016567
Sym_245216_c0_g1	GO:0097208;GO:0005615;GO:0005764;GO:0004190;GO:0004175;GO:0008233;GO:0033619;GO:0030163;GO:0006508;GO:0043129
Sym_206716_c0_g1	GO:0005789;GO:0016021;GO:0004671;GO:0006481;GO:0030010;GO:0006998;GO:0034504;GO:0060176;GO:0008277
Sym_113175_c2_g6	GO:0005604;GO:0005938;GO:0030054;GO:0005913;GO:0032154;GO:0062023;GO:0005576;GO:0005509;GO:0050839;GO:0005201;GO:0042803;GO:0038023;GO:0007049;GO:0051301;GO:0007157;GO:0007156;GO:0009617
Sym_252105_c0_g1	GO:0003677;GO:0046872
Sym_39701_c0_g2	GO:0000775;GO:0031380;GO:0005634;GO:0003700;GO:0003723;GO:0008270;GO:0030702;GO:0031048
Sym_67160_c0_g1	GO:0005737;GO:0005634;GO:0016787;GO:0032526
Sym_64549_c0_g1	GO:0005634;GO:0005509;GO:0019722;GO:0051300
Sym_79484_c0_g1	GO:0005525
Sym_92540_c0_g1	GO:0016324;GO:0031526;GO:0005887;GO:0046581;GO:0016020;GO:0005524;GO:0042626;GO:0008514;GO:0019904;GO:0016999;GO:1901086;GO:0015722;GO:0030644;GO:0071549;GO:0071347;GO:0071354;GO:0071222;GO:0071356;GO:0006855;GO:0007565;GO:0015694;GO:0015711;GO:0015732;GO:0097327;GO:0046685;GO:0042493;GO:0043627;GO:0033762;GO:0009408;GO:0032496;GO:0031427;GO:0006979;GO:0048545;GO:0070327;GO:0055085
Sym_205020_c0_g1	GO:0005737;GO:0005829;GO:0005634;GO:0005524;GO:0004550;GO:0004798;GO:0009041;GO:0006233;GO:0006235;GO:0006227
Sym_66015_c0_g1	GO:0005737;GO:0005524;GO:0004709;GO:0004674;GO:0032147;GO:0002221;GO:1900424;GO:1900150;GO:0023014;GO:0031098
Sym_133950_c2_g1	GO:0005737;GO:0004586;GO:0033387
Sym_86875_c0_g1	GO:0005829;GO:0016791;GO:0016311
Sym_57589_c0_g1	
Sym_118178_c0_g1	GO:0005737;GO:0005634;GO:0005524;GO:0043027;GO:0000287;GO:0019901;GO:0004674;GO:0004711;GO:0007049;GO:0035556;GO:0043154;GO:0045944;GO:0032496;GO:0002224
Sym_57867_c0_g1	GO:0000932;GO:0046872;GO:0003729;GO:0050265;GO:0006397;GO:1903705;GO:0060964;GO:0071076
Sym_37594_c0_g1	GO:0008233
Sym_146771_c2_g1	GO:0016021;GO:0005886;GO:0003882;GO:0008654
Sym_63413_c0_g1	GO:0005525
Sym_8827_c0_g1	GO:0008168
Sym_73826_c0_g1	GO:0030424;GO:0030425;GO:0098855;GO:0005887;GO:0005886;GO:0030552;GO:0042802;GO:0005222;GO:0005267;GO:0022843;GO:0005249;GO:0005248;GO:0045176;GO:0071320;GO:0071805;GO:0051289;GO:0034765;GO:0042391;GO:0046549;GO:0035725
Sym_271825_c0_g1	GO:0005737;GO:0005634;GO:0046523;GO:0019509;GO:0019284
Sym_33055_c0_g1	GO:0005671;GO:0008385;GO:0005886;GO:0005524;GO:0042802;GO:0000287;GO:0004709;GO:0030971;GO:0097110;GO:0000187;GO:0007250;GO:0006915;GO:0043966;GO:0007252;GO:0007254;GO:0043123;GO:0032743;GO:0043507;GO:0002726
Sym_40094_c0_g1	GO:0016756;GO:0046872;GO:0046938;GO:0010038
Sym_44150_c0_g1	GO:0030424;GO:0005886;GO:0001518;GO:0005244;GO:0005248;GO:0086010;GO:0019228;GO:0034765;GO:0035725
Sym_272687_c0_g2	GO:0005829;GO:0005783;GO:0005789;GO:0005794;GO:0000139;GO:0005654;GO:0050660;GO:0103075;GO:0047434;GO:0004499;GO:0050661;GO:0009851;GO:0048825;GO:0010229;GO:0048827;GO:0009911
Sym_308574_c0_g1	GO:0030430;GO:0019012;GO:0004725;GO:0008138;GO:0039563;GO:0039502
Sym_286448_c0_g1	GO:0032541;GO:0005789;GO:0016021;GO:0005886;GO:0046872;GO:0004597;GO:0097202;GO:0060325;GO:0035108;GO:0008285;GO:0007389;GO:0042264;GO:1901879;GO:0031647;GO:0060021
Sym_207862_c0_g1	GO:0005654;GO:0005524;GO:0003963;GO:0006396
Sym_54288_c0_g2	GO:0016021;GO:0005886
Sym_297071_c0_g1	GO:0005885;GO:0042995;GO:0005737;GO:0005634;GO:0035861;GO:0003779;GO:0030041;GO:0034314
Sym_101932_c0_g9	GO:0005737;GO:0003729;GO:0046719;GO:0009735;GO:0008380
Sym_80686_c0_g1	GO:0000790;GO:0016607;GO:0005654;GO:0005634;GO:0070742;GO:0046976;GO:0046974;GO:0018024;GO:0002039;GO:1990841;GO:0016279;GO:0000977;GO:0008270;GO:0048148;GO:0071314;GO:0035690;GO:0009267;GO:0006306;GO:0010424;GO:0009566;GO:0007281;GO:0070734;GO:0051567;GO:0034968;GO:0016571;GO:0007616;GO:1902902;GO:0000122;GO:0048665;GO:0035265;GO:0018027;GO:0036166;GO:0044030;GO:0006275;GO:0051569;GO:0051570;GO:0006357;GO:0045471;GO:0060992;GO:0007286;GO:0007130
Sym_179525_c0_g1	GO:0005654;GO:0005634;GO:0045444;GO:0035357
Sym_277352_c0_g1	GO:0005576;GO:0005773;GO:0003993;GO:0008199;GO:0008198
Sym_239709_c0_g1	GO:0016491
Sym_40145_c0_g2	GO:0005768;GO:0015031;GO:1990126
Sym_86782_c1_g1	
Sym_157351_c0_g1	GO:0005737;GO:0005524;GO:0031072;GO:0051082;GO:0008270;GO:0006260;GO:0006457;GO:0009408
Sym_107582_c5_g1	GO:0003723;GO:0120159;GO:0001522;GO:0006364
Sym_42548_c0_g1	GO:0005730;GO:0016433;GO:1904262
Sym_84125_c0_g1	GO:0005634;GO:0005657;GO:0035861;GO:0005524;GO:0043141;GO:0033682;GO:0032575;GO:0004004;GO:0003723;GO:0045005;GO:0031123;GO:0006283;GO:0006399;GO:0008033
Sym_176044_c0_g1	GO:0005739
Sym_283126_c0_g1	GO:0009501;GO:0009507;GO:0009570;GO:0033201;GO:0004373;GO:0009011;GO:0010021;GO:0019252
Sym_244344_c0_g1	GO:0005886;GO:0005525;GO:0003924
Sym_94808_c0_g1	GO:0061630;GO:0009814;GO:0016567;GO:0010200
Sym_240457_c0_g1	GO:0016021;GO:0005886;GO:0052740;GO:0047372;GO:0016298;GO:0052739;GO:0008970;GO:0004623;GO:0102567;GO:0102568;GO:0034338;GO:0044255;GO:0051792;GO:0051793;GO:0006656;GO:0046470
Sym_56585_c0_g1	GO:0005929;GO:0005737;GO:0005856;GO:0005524;GO:0070735;GO:0018094
Sym_79149_c0_g1	GO:0047798;GO:0005975
Sym_174499_c0_g1	
Sym_127090_c2_g1	GO:0031410;GO:0005829;GO:0004842
Sym_242601_c0_g1	GO:0005737;GO:0016607;GO:0005634;GO:0071005;GO:0000398;GO:0000381;GO:0008380
Sym_254977_c0_g1	GO:0016021;GO:0005743;GO:0070469;GO:0009916;GO:0046872
Sym_204755_c0_g1	GO:0009982;GO:0003723;GO:0000455;GO:0009451
Sym_31035_c0_g1	GO:0005524;GO:0005509;GO:0004674
Sym_275215_c0_g1	GO:0005829;GO:0051087;GO:0045040;GO:0016558
Sym_58017_c0_g1	GO:0005739;GO:0005730;GO:0005654;GO:0008409;GO:0017108;GO:0003677;GO:0000287;GO:0006284;GO:0006260;GO:0043137
Sym_86642_c0_g2	GO:0005634;GO:0005509;GO:0019722;GO:0051300
Sym_243270_c0_g1	GO:0030424;GO:0044316;GO:0030425;GO:0005887;GO:0043025;GO:0005886;GO:0045202;GO:0030552;GO:0005249;GO:0005248;GO:1903351;GO:0071805;GO:0034765;GO:0042391;GO:0072718;GO:0035725
Sym_121989_c4_g6	GO:0005813;GO:0005829;GO:0005654;GO:0005886
Sym_103763_c6_g2	GO:0005524;GO:0016740;GO:0016567
Sym_97667_c1_g1	GO:0043679;GO:0016021;GO:0005887;GO:0005886;GO:0034705;GO:0008076;GO:0005251;GO:0005249;GO:0071805;GO:0006813;GO:0051260;GO:0034765
Sym_140570_c1_g1	GO:0005634;GO:0009742;GO:0032784
Sym_89664_c0_g1	
Sym_32100_c0_g1	GO:0016021;GO:0005886;GO:0015297;GO:0015238;GO:0006811;GO:0046677
Sym_37158_c0_g2	GO:0043025;GO:0048101;GO:0005516;GO:0004117;GO:0046872;GO:0007165
Sym_6221_c0_g1	GO:0046872;GO:0004222;GO:0006518;GO:0006508;GO:0006465
Sym_143678_c4_g1	GO:0005739
Sym_118811_c2_g1	GO:0080130;GO:0030170;GO:0009058
Sym_57968_c0_g1	GO:0005737;GO:0047150;GO:0008898;GO:0008270;GO:0050667;GO:0019284;GO:0046498
Sym_180299_c0_g1	GO:0005737;GO:0030898;GO:0005524;GO:0004687;GO:0004674;GO:0019933;GO:0019934;GO:0000281;GO:0046777;GO:0050920
Sym_123969_c3_g1	GO:0016021;GO:0005744;GO:0004721;GO:0030150
Sym_273758_c0_g1	GO:0005576;GO:0004338;GO:0009251
Sym_103259_c1_g2	GO:0005829;GO:0005739;GO:0005634;GO:0016156;GO:0000104;GO:0006106;GO:0006099
Sym_184256_c0_g1	GO:0005576;GO:0004252;GO:0007596;GO:0042730;GO:0052213;GO:0048771
Sym_46071_c0_g1	GO:0005737;GO:0005829;GO:0016020;GO:0005942;GO:0005944;GO:0005886;GO:0016303;GO:0035005;GO:0005524;GO:0046875;GO:0042802;GO:0016301;GO:0046934;GO:0004674;GO:0001525;GO:0016477;GO:0071320;GO:0006935;GO:0006897;GO:0007186;GO:0097284;GO:0002376;GO:0006954;GO:2000270;GO:0010897;GO:0014065;GO:0046854;GO:0036092;GO:0048015;GO:0016310;GO:0030168;GO:0002675;GO:0043085;GO:0007204;GO:0043406;GO:0051897;GO:0006468;GO:1903169;GO:0001932;GO:0032252
Sym_163020_c0_g1	GO:0005737;GO:0005829;GO:0031415;GO:0031248;GO:0008080;GO:0004596;GO:0016573;GO:0000278;GO:0007064;GO:0006474
Sym_209279_c0_g1	GO:0033018;GO:0005525
Sym_78531_c0_g1	GO:0005829;GO:0005524;GO:0004831;GO:0006418
Sym_110724_c0_g2	GO:0005789;GO:0031090;GO:0070330;GO:0020037;GO:0005506
Sym_241987_c0_g1	GO:0005524;GO:0019150
Sym_120913_c7_g1	GO:0005930;GO:0030286;GO:0036156;GO:0005874;GO:0036126;GO:0005524;GO:0008569;GO:0045505;GO:0045503;GO:0051959;GO:0060294;GO:0003351;GO:0030317;GO:0036159;GO:0007018;GO:0007288
Sym_83190_c0_g2	GO:0005737;GO:0005507;GO:0016491
Sym_174382_c0_g1	GO:0009507;GO:0005739;GO:0009295;GO:0009508;GO:0042793;GO:0045893
Sym_67526_c0_g1	GO:0016324;GO:0009986;GO:0070062;GO:0016021;GO:0016020;GO:0005886;GO:0005524;GO:0042626;GO:0099038;GO:0090554;GO:0090555;GO:0005215;GO:0008559;GO:0099040;GO:0000086;GO:0045332;GO:1901529;GO:2001225;GO:0047484;GO:0042493;GO:0072089;GO:0055085
Sym_130188_c9_g2	GO:0005737;GO:0005829;GO:0031417;GO:0005634;GO:0004596;GO:0017196
Sym_69595_c0_g1	GO:0016423;GO:0030488
Sym_110573_c2_g2	GO:0009535;GO:0016021;GO:0030076;GO:0009523;GO:0016168;GO:0009765;GO:0018298
Sym_176037_c0_g1	GO:0009535;GO:0016021;GO:0045263;GO:0005524;GO:0046933;GO:0015986
Sym_136301_c6_g1	GO:0016021
Sym_57724_c0_g1	GO:0005887;GO:0005886;GO:0015171;GO:0003333;GO:0006814
Sym_37612_c0_g1	GO:0005929;GO:0005829;GO:0003283;GO:0060271;GO:0060027;GO:0071908;GO:0007368;GO:0071910;GO:0035469;GO:0071909;GO:0060287;GO:0001947;GO:0001822;GO:0060993;GO:0030324;GO:0048496;GO:0090090;GO:0045494;GO:2000167;GO:2000095;GO:0072189;GO:0016055
Sym_270914_c0_g1	GO:0031164;GO:0016020;GO:0033180;GO:0042625;GO:0046961;GO:0015991
Sym_79517_c0_g1	GO:0005524;GO:0005509;GO:0004674
Sym_177148_c0_g1	GO:0047879;GO:0031177;GO:0033068
Sym_2339_c0_g1	GO:0000790;GO:0005634;GO:0005524;GO:0004003;GO:0003677;GO:0070869
Sym_10162_c0_g1	GO:0016324;GO:0042582;GO:0005911;GO:0030425;GO:0012505;GO:0070062;GO:0098978;GO:0030426;GO:0016021;GO:0030027;GO:0042470;GO:0043005;GO:0005886;GO:0098794;GO:0048787;GO:0042734;GO:0098685;GO:0031201;GO:0042581;GO:0008021;GO:0005773;GO:0042589;GO:0050544;GO:0005484;GO:0000149;GO:0019221;GO:0098967;GO:0006887;GO:0006886;GO:0060291;GO:0031175;GO:0045785;GO:0008284;GO:0050921;GO:2000010;GO:1903078;GO:0016081;GO:0031629;GO:0048278;GO:0006906
Sym_77617_c0_g1	GO:0005737;GO:0005634;GO:0005886;GO:0005524;GO:0005509;GO:0009931;GO:0005516;GO:0004683;GO:0004674;GO:0004722;GO:0009738;GO:0006952;GO:0035556;GO:0007275;GO:1900425;GO:0018105;GO:0046777;GO:0006468;GO:0040008;GO:2000032
Sym_179753_c0_g1	GO:0005634;GO:0003729;GO:0051321;GO:0045927;GO:0045836
Sym_157625_c0_g1	GO:0044327;GO:1990454;GO:0042383;GO:0030315;GO:0005891;GO:0005516;GO:0008331;GO:0046872;GO:0005245;GO:0070509;GO:0006816;GO:0071313;GO:0001503;GO:0034765
Sym_121265_c3_g1	GO:0005615;GO:0003755;GO:0009405
Sym_72410_c0_g1	GO:0044295;GO:0044297;GO:0005868;GO:0005881;GO:0005794;GO:0030426;GO:0030027;GO:0043025;GO:0001917;GO:0099503;GO:0005819;GO:0031681;GO:0030742;GO:0042802;GO:0003774;GO:0008022;GO:0051301;GO:0000132;GO:0070373;GO:0050768;GO:0010976;GO:0008277
Sym_40748_c0_g1	GO:0003723;GO:0045836
Sym_16348_c0_g1	GO:0005794;GO:0005770;GO:0005764;GO:0045335;GO:0030670;GO:0005802;GO:0005774;GO:0005525;GO:0003924;GO:0071346;GO:0008333;GO:0006886;GO:0034499;GO:0034144;GO:0034164;GO:0090385;GO:0032755;GO:0045654;GO:0051092;GO:0032482
Sym_140012_c2_g2	GO:0005524;GO:0005509;GO:0004674
Sym_175955_c0_g1	GO:0009507;GO:0010287;GO:0005524;GO:0004672
Sym_280483_c0_g1	GO:0009507;GO:0005739;GO:0003677;GO:0010019;GO:0031930
Sym_142061_c1_g4	GO:0005737;GO:0016459;GO:0051015;GO:0005524;GO:0005516;GO:0003774;GO:0007015
Sym_71028_c0_g1	GO:0000148;GO:0005794;GO:0016021;GO:0005886;GO:0009506;GO:0003843;GO:0006075;GO:0071555;GO:0048589;GO:0009556;GO:0009555;GO:0008360
Sym_54352_c0_g1	GO:0005737;GO:0005634;GO:0010475;GO:0080048;GO:0080047;GO:0005085;GO:0016787;GO:0000166;GO:0080046;GO:0006006;GO:0019853;GO:0009753;GO:0010193
Sym_204819_c0_g1	GO:0015030;GO:0005737;GO:0016607;GO:0005681;GO:0003723;GO:0006397;GO:0008380
Sym_128308_c1_g1	GO:0009570;GO:0050518;GO:0019288
Sym_54976_c0_g1	GO:0005814;GO:0005813;GO:0036064;GO:0000922;GO:0060271;GO:0034454;GO:0097712
Sym_205853_c0_g1	GO:0005506;GO:0016706;GO:0042400
Sym_59004_c0_g1	GO:0046872;GO:0016491;GO:0005344
Sym_17472_c0_g1	GO:0005737;GO:0005871;GO:0001673;GO:0005874;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0007018
Sym_88791_c0_g1	GO:0005874;GO:0009524;GO:0009506;GO:0009574;GO:0005819;GO:0005524;GO:0008017;GO:0016740;GO:0007349;GO:0000911;GO:0010342;GO:0009556;GO:0000914;GO:0009555;GO:0006468;GO:0010245
Sym_185263_c0_g1	GO:0009507;GO:0005739;GO:0003677;GO:0010019;GO:0031930
Sym_100490_c0_g1	GO:0005938;GO:0030054;GO:0005856;GO:0005615;GO:0000139;GO:0048471;GO:0005886;GO:0014069;GO:0045211;GO:0005509;GO:0048306;GO:0004857;GO:0008139;GO:0042308;GO:0050896;GO:0007601
Sym_86257_c0_g1	GO:0030425;GO:0016021;GO:0043204;GO:0005886;GO:0008076;GO:0005250;GO:0005249;GO:0008306;GO:0007268;GO:0071805;GO:0006813;GO:0051260;GO:0034765
Sym_84081_c0_g1	GO:0099053;GO:0016607;GO:0005654;GO:0005634;GO:0006307;GO:0006355
Sym_98061_c0_g1	GO:0030424;GO:0044299;GO:0071439;GO:0098978;GO:0016021;GO:0099056;GO:0005886;GO:0001518;GO:0044325;GO:0005244;GO:0005248;GO:0086016;GO:0086043;GO:0061337;GO:0086010;GO:0019228;GO:0060371;GO:0055117;GO:0002027;GO:0034765;GO:0019233;GO:0035725;GO:0006814
Sym_111689_c5_g1	GO:0005829;GO:0005764;GO:0005086;GO:0030036;GO:0031589;GO:0006935;GO:0043327;GO:0031154;GO:0032012
Sym_89525_c0_g1	GO:0016324;GO:0034451;GO:0005929;GO:0046872;GO:0036159;GO:0044458;GO:0036158;GO:1905505
Sym_37384_c0_g1	GO:0051213
Sym_225844_c0_g1	GO:0005737;GO:0045335
Sym_172469_c0_g1	GO:0005789;GO:0005794;GO:0005525;GO:0003924;GO:0035458;GO:0006952;GO:0045087
Sym_64347_c0_g1	GO:0009507;GO:0005739;GO:0003677;GO:0010019;GO:0031930
Sym_42693_c0_g1	GO:0000324;GO:0000329;GO:0016021;GO:1990816;GO:0015171;GO:0015186;GO:0015188;GO:0005302;GO:0032974;GO:0003333
Sym_104866_c11_g1	GO:0005829;GO:0047134;GO:0045454;GO:0009860;GO:0010183;GO:0080092;GO:0046686
Sym_49759_c0_g1	GO:0003723;GO:0016423;GO:0030488
Sym_249866_c0_g1	GO:0004721
Sym_76724_c0_g1	GO:0005524;GO:0016887
Sym_205728_c0_g1	GO:0008168;GO:0017000
Sym_143866_c1_g1	GO:0005814;GO:0005737;GO:0005743;GO:0005634;GO:0032183;GO:0031625;GO:0004842;GO:0008270;GO:0006974;GO:0006281;GO:0043161;GO:0016567;GO:0007283
Sym_161937_c0_g1	GO:0050549
Sym_88997_c0_g2	GO:0048046;GO:0009507;GO:0005829;GO:0008964;GO:0015977;GO:0048366;GO:0015979;GO:0006099
Sym_105884_c2_g4	
Sym_79837_c0_g1	GO:0005849;GO:0005634;GO:0005524;GO:0006378;GO:0006388
Sym_32463_c0_g1	
Sym_1134_c0_g1	GO:0005737;GO:0005525;GO:0003924;GO:0003746
Sym_158130_c0_g1	GO:0016756;GO:0046872;GO:0046938;GO:0010038
Sym_61428_c0_g2	GO:0016021;GO:0005886;GO:0005524;GO:0042626;GO:0031152;GO:0048870;GO:0031288;GO:0055085
Sym_209770_c0_g1	GO:0019012;GO:0004483;GO:0003746;GO:0006370;GO:0031440
Sym_30844_c0_g1	GO:0005779;GO:0005777;GO:0015217;GO:0015297;GO:0005347;GO:0015866;GO:0015867;GO:0006635;GO:0080024;GO:0007031;GO:0090351
Sym_94887_c0_g1	GO:0005618;GO:0009507;GO:0005829;GO:0022625;GO:0022626;GO:0016020;GO:0005886;GO:0042788;GO:0005774;GO:0005773;GO:0003729;GO:0003735;GO:0000463
Sym_250039_c0_g1	GO:0005737;GO:0070062;GO:0005874;GO:0015630;GO:0003824;GO:0008017
Sym_119017_c0_g4	GO:0009507;GO:0009522;GO:0009765
Sym_271831_c0_g1	GO:0005737;GO:0005524;GO:0070735;GO:0018094
Sym_58622_c0_g1	GO:0036128;GO:0031514;GO:0005886;GO:0005227;GO:0005245;GO:0006816;GO:0030154;GO:0030317;GO:0007342;GO:0007275;GO:0051924;GO:0060296;GO:0034765;GO:0007283
Sym_124367_c0_g2	GO:0005829;GO:0070062;GO:0043231;GO:0005770;GO:0016020;GO:0015485;GO:0008289;GO:0005543;GO:0032934;GO:0015248;GO:0019886;GO:0006699;GO:0008203;GO:0016192
Sym_33176_c0_g1	GO:0005938;GO:0031252;GO:0044291;GO:0005829;GO:0030175;GO:0061851;GO:0016459;GO:0005886;GO:0031143;GO:0051233;GO:0051015;GO:0030898;GO:0005524;GO:0003774;GO:0005547;GO:0030041;GO:0043327;GO:0006911
Sym_94898_c0_g2	GO:0032541;GO:0005737;GO:0005783;GO:0030176;GO:0016021;GO:0005886;GO:0033017;GO:0005509;GO:0004597;GO:0097202;GO:0032237;GO:0070588;GO:0071277;GO:0060325;GO:0035108;GO:0008285;GO:0007389;GO:0042264;GO:0010524;GO:0090316;GO:0045862;GO:0045893;GO:0051480;GO:0031585;GO:1901879;GO:0031647;GO:0033198;GO:0060021
Sym_49362_c0_g1	GO:0009507;GO:0005739;GO:0009295;GO:0009508;GO:0042793;GO:0045893
Sym_249705_c0_g1	GO:0005768;GO:0015031;GO:1990126
Sym_180494_c0_g1	GO:0005634;GO:0051213;GO:0005506;GO:0031418;GO:0016705;GO:0016571;GO:0031936
Sym_85387_c1_g2	GO:0005737;GO:0005768;GO:0010008;GO:0005794;GO:0000139;GO:0016021;GO:0016020;GO:0005634;GO:0005802;GO:0005774;GO:0006878;GO:0006882;GO:0006811;GO:0072657
Sym_148357_c1_g1	GO:0005858;GO:0005929;GO:0005829;GO:0030286;GO:0036156;GO:0005874;GO:0005524;GO:0008569;GO:0005509;GO:0045505;GO:0045503;GO:0051959;GO:0003777;GO:0003341;GO:0060285;GO:0036159;GO:0007018
Sym_180646_c0_g1	GO:0016021;GO:0005886;GO:0015203;GO:0015293;GO:0015846
Sym_158485_c0_g1	GO:0005737;GO:0005525;GO:0003924;GO:0046872
Sym_5936_c0_g1	GO:0000811;GO:0043138;GO:0006260;GO:1902983
Sym_109643_c2_g2	GO:0005886;GO:0016491;GO:0031177;GO:0016746;GO:0071766;GO:0071770;GO:0006633;GO:0008610
Sym_68592_c0_g1	GO:0009986;GO:0019862;GO:0046872;GO:0050777;GO:1902564;GO:0009405
Sym_132538_c1_g1	GO:0031514;GO:0003341;GO:0044782
Sym_37169_c0_g1	GO:0000307;GO:0005737;GO:0005634;GO:0005524;GO:0030332;GO:0004693;GO:0051301;GO:0000082;GO:0030448;GO:0008284;GO:0006468;GO:0051726;GO:0010389
Sym_147784_c1_g1	GO:0098993;GO:0042470;GO:0031594;GO:0005886;GO:0043195;GO:0043008;GO:0061077;GO:0007268;GO:0043524;GO:0098693
Sym_182914_c0_g1	GO:0005829;GO:0004479;GO:0071951
Sym_178315_c0_g1	GO:0016021;GO:0005743;GO:0005886;GO:0005774;GO:0005524;GO:0015421;GO:0090374
Sym_101832_c0_g1	GO:0005737;GO:0005773;GO:0043130;GO:0008270;GO:0016236;GO:0051258;GO:0015031
Sym_271900_c0_g1	GO:0005739
Sym_243969_c0_g1	GO:0004843;GO:0071108;GO:0070536;GO:0032496
Sym_71722_c0_g1	GO:0005813;GO:0005737;GO:0005634;GO:0005819;GO:0046872;GO:0001782;GO:0030865;GO:0000226;GO:0045579;GO:0035303;GO:0043029
Sym_98917_c0_g1	GO:0003755
Sym_272729_c0_g1	GO:0005737;GO:0005783;GO:0005788;GO:0005634;GO:0043123;GO:1903672;GO:0006110;GO:1903302
Sym_173496_c0_g1	GO:0005789;GO:0003989;GO:0005524;GO:0004075;GO:0046872;GO:0005547;GO:0006633;GO:2001295;GO:0006606
Sym_61420_c0_g1	GO:0005737;GO:0005829;GO:0005794;GO:0005886;GO:0005524;GO:0005246;GO:0030553;GO:0004692;GO:0042802;GO:0004672;GO:0004674;GO:0030036;GO:0019934;GO:0016358;GO:0030900;GO:0090331;GO:1904753;GO:1904706;GO:0001764;GO:0006468;GO:0043087;GO:0060087;GO:0007165
Sym_248757_c0_g1	GO:0000781;GO:0005737;GO:0000139;GO:0005635;GO:0005634;GO:0000242;GO:0048471;GO:0019899;GO:0046872;GO:0003950;GO:0047485;GO:0035264;GO:1904357;GO:0090263;GO:1904355;GO:0006471;GO:0070213;GO:0070198;GO:0000209;GO:0040014;GO:0000723;GO:0016055
Sym_147176_c1_g1	GO:0005829;GO:0005643;GO:0005654;GO:0048471;GO:0061608;GO:0008139;GO:0008565;GO:0006607
Sym_61145_c0_g1	GO:0005737;GO:0005829;GO:0005730;GO:0005654;GO:0005634;GO:0016018;GO:0030331;GO:0030544;GO:0051879;GO:0003755;GO:0008134;GO:0051082;GO:0006915;GO:0071492;GO:0061077;GO:0034389;GO:0000122;GO:0043065;GO:0050714;GO:0045070;GO:0006457;GO:0000413;GO:0042026;GO:0015031;GO:0065003
Sym_158111_c0_g1	GO:0005783;GO:0005794;GO:0000139;GO:0016021;GO:0046872;GO:0019706;GO:0018230;GO:0006612;GO:0016188
Sym_76312_c0_g1	GO:0008234
Sym_173215_c0_g1	GO:0005829;GO:0018444;GO:1990825;GO:0016149
Sym_61093_c0_g1	GO:0005783;GO:0005788;GO:0046872;GO:0006687;GO:0043687
Sym_272367_c0_g1	GO:0009507;GO:0005739;GO:0003677;GO:0010019;GO:0031930
Sym_131245_c2_g2	GO:0005789;GO:0010008;GO:0016021;GO:0005886;GO:0008289;GO:0006952
Sym_13709_c0_g1	GO:0008168;GO:0008610
Sym_112463_c2_g3	GO:0071013;GO:0005694;GO:0016607;GO:0005634;GO:0005524;GO:0004672;GO:0004674;GO:0003723;GO:0000398;GO:0006468;GO:0008380
Sym_42512_c0_g1	GO:0008233
Sym_66125_c0_g1	GO:0005829;GO:0016020;GO:0005634;GO:0016308;GO:0005524;GO:0005975;GO:0006520
Sym_12260_c0_g1	GO:0030286;GO:0005874;GO:0036157;GO:0005524;GO:0008569;GO:0045505;GO:0045503;GO:0051959;GO:0007018
Sym_171803_c0_g1	
Sym_91319_c0_g1	GO:0005737;GO:0005871;GO:0005874;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0007018
Sym_15038_c0_g1	GO:0005737;GO:0030898;GO:0005524;GO:0004687;GO:0004674;GO:0019933;GO:0019934;GO:0000281;GO:0046777;GO:0050920
Sym_76843_c0_g1	GO:0004519;GO:0006314
Sym_257144_c0_g1	GO:0030425;GO:0036513;GO:0005783;GO:0005789;GO:0044322;GO:0005794;GO:0030426;GO:0030176;GO:0016021;GO:0016020;GO:0043025;GO:0005634;GO:0048471;GO:0032991;GO:1904288;GO:0051087;GO:0042802;GO:0046872;GO:0030674;GO:0038023;GO:0061630;GO:0004842;GO:1990381;GO:0034450;GO:0007568;GO:1904380;GO:0030968;GO:0007611;GO:0032092;GO:0051865;GO:0051259;GO:0006457;GO:0070936;GO:0000209;GO:0007165;GO:0030433;GO:0006511
Sym_282259_c0_g1	GO:0005952;GO:0030552;GO:0008603
Sym_173132_c0_g1	GO:0005737;GO:0003677;GO:0006355
Sym_37184_c0_g1	GO:0005783;GO:0016021;GO:0005886;GO:0070059
Sym_217584_c0_g1	GO:0030123;GO:0071439;GO:0030136;GO:0005829;GO:0005769;GO:0010008;GO:0005794;GO:0005798;GO:0030897;GO:0005770;GO:0031902;GO:0005765;GO:0016020;GO:0015630;GO:0042802;GO:0046872;GO:0008017;GO:0043621;GO:0006914;GO:0034058;GO:0008333;GO:0048193;GO:0006886;GO:1902774;GO:0045055;GO:0035542;GO:0042144
Sym_114958_c5_g1	GO:0005615;GO:0005764;GO:0042470;GO:0004197;GO:0051603;GO:0050790
Sym_51431_c0_g1	
Sym_271816_c0_g1	GO:0005737;GO:0004056;GO:0042450
Sym_41089_c0_g1	GO:0005783;GO:0005789;GO:0005765;GO:0016020;GO:0005634;GO:0052650;GO:0001649
Sym_278415_c0_g1	
Sym_33429_c0_g2	GO:0097381;GO:0005524;GO:0004703;GO:0050254;GO:0046777;GO:0022400;GO:0007165;GO:0007601
