delta.rank	pval	level	nseqs	term	name	p.adj	goDivision
-1134	0.386008226831194	3	14	GO:0090331;GO:0034111;GO:0090330	regulation of platelet aggregation	0.695939779941255	BP
1225	0.386016711653065	2	12	GO:0018095	protein polyglutamylation	0.695939779941255	BP
-1094	0.386463451844891	5	15	GO:1901385	regulation of voltage-gated calcium channel activity	0.696387707993462	BP
-588	0.386696901180919	5	52	GO:0071479	cellular response to ionizing radiation	0.696451034331994	BP
-286	0.387146941261888	4	221	GO:0002697;GO:0002699;GO:0002703	regulation of immune effector process	0.696904181297668	BP
167	0.387555980352293	2	667	GO:0034613;GO:0070727	cellular macromolecule localization	0.69694145212354	BP
1172	0.387859287149851	5	13	GO:0007595	lactation	0.69694145212354	BP
-560	0.387881174924289	2	57	GO:1901222	regulation of NIK/NF-kappaB signaling	0.69694145212354	BP
-513	0.387961429072187	2	68	GO:0060632	regulation of microtubule-based movement	0.69694145212354	BP
-969	0.388426126654961	3	19	GO:1905898	positive regulation of response to endoplasmic reticulum stress	0.697419507572711	BP
652	0.388673786382375	5	42	GO:1903312	negative regulation of mRNA metabolic process	0.697507581898263	BP
-723	0.389522730963529	2	34	GO:0042659	regulation of cell fate specification	0.698218686061705	BP
-497	0.389568399542523	2	72	GO:0008589	regulation of smoothened signaling pathway	0.698218686061705	BP
608	0.389666464886373	5	48	GO:1903051;GO:1903363	negative regulation of cellular protein catabolic process	0.698218686061705	BP
-196	0.391672404042517	5	468	GO:0050804;GO:0099177	modulation of chemical synaptic transmission	0.701153810098523	BP
741	0.391703808488981	3	32	GO:0071205	protein localization to juxtaparanode region of axon	0.701153810098523	BP
1263	0.392168299174607	5	11	GO:0086004;GO:1903115	regulation of actin filament-based movement	0.701394854911736	BP
1119	0.39223789722285	2	14	GO:0035518	histone H2A monoubiquitination	0.701394854911736	BP
936	0.392576903797517	2	20	GO:0070252	actin-mediated cell contraction	0.70164380973887	BP
913	0.392838493710424	4	21	GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	0.701754216638357	BP
-1157	0.393871795088044	2	13	GO:0033058;GO:1901897;GO:1901077;GO:0055002	regulation of relaxation of muscle	0.702302325258516	BP
-286	0.393905020641701	2	216	GO:0016485;GO:0051604	protein maturation	0.702302325258516	BP
-1043	0.393905662124044	3	16	GO:0030521	androgen receptor signaling pathway	0.702302325258516	BP
706	0.393945210922345	4	35	GO:0051279	regulation of release of sequestered calcium ion into cytosol	0.702302325258516	BP
-453	0.394371520686787	2	85	GO:0031098	stress-activated protein kinase signaling cascade	0.702373409870774	BP
450	0.394385069551585	4	86	GO:0015980	energy derivation by oxidation of organic compounds	0.702373409870774	BP
-668	0.394586552618475	2	39	GO:0043094	cellular metabolic compound salvage	0.702376063251943	BP
1316	0.395053617111277	2	10	GO:0016080	synaptic vesicle targeting	0.702851217474572	BP
-887	0.395475051046308	3	22	GO:0070423;GO:0002753;GO:0035872	cytoplasmic pattern recognition receptor signaling pathway	0.703244748999814	BP
-666	0.395980194983139	4	39	GO:0045651;GO:0045649	regulation of macrophage differentiation	0.703786662338454	BP
-929	0.396194997190661	2	20	GO:0045661	regulation of myoblast differentiation	0.703812256010926	BP
-1251	0.396549156872929	3	11	GO:0034755	iron ion transmembrane transport	0.704085257299154	BP
-318	0.396827389378815	4	172	GO:0046883	regulation of hormone secretion	0.70422323976675	BP
369	0.397132103493235	2	127	GO:0009791	post-embryonic development	0.704381935757714	BP
625	0.397317942692492	4	44	GO:0006582	melanin metabolic process	0.704381935757714	BP
-1248	0.39761457228588	2	11	GO:0031645	negative regulation of nervous system process	0.704444104745516	BP
1309	0.397754174177209	2	10	GO:0061343	cell adhesion involved in heart morphogenesis	0.704444104745516	BP
563	0.398480687497465	2	54	GO:2000779	regulation of double-strand break repair	0.705375087949142	BP
-860	0.399527725011682	2	23	GO:0007274	neuromuscular synaptic transmission	0.706872226821676	BP
-945	0.400198433177869	2	19	GO:0048738	cardiac muscle tissue development	0.707702365216856	BP
206	0.400824418304679	2	408	GO:1901615	organic hydroxy compound metabolic process	0.708452620576765	BP
-1060	0.401594583401634	2	15	GO:0018126	protein hydroxylation	0.709108542513541	BP
-367	0.401599342556786	2	126	GO:0002768;GO:0002429;GO:0002757	immune response-regulating cell surface receptor signaling pathway	0.709108542513541	BP
-530	0.401888031309034	2	60	GO:0046718;GO:0044409;GO:0052126	movement in host environment	0.709212015773348	BP
1297	0.40206182329292	2	10	GO:0002318	myeloid progenitor cell differentiation	0.709212015773348	BP
-703	0.402568707762414	5	34	GO:0061311	cell surface receptor signaling pathway involved in heart development	0.709749649428513	BP
-735	0.403092719794528	5	31	GO:0006534	cysteine metabolic process	0.710316925197382	BP
-913	0.404302668301768	2	20	GO:0051155;GO:0051149	positive regulation of muscle cell differentiation	0.711495643130786	BP
-1290	0.404353628471674	4	10	GO:1904292	regulation of ERAD pathway	0.711495643130786	BP
-392	0.404369391711005	-1	109	GO:0055114	obsolete oxidation-reduction process	0.711495643130786	BP
-1053	0.404773091328995	3	15	GO:0090322	regulation of superoxide metabolic process	0.711512784840204	BP
-1131	0.404784323493943	3	13	GO:0051937;GO:0015844	monoamine transport	0.711512784840204	BP
-398	0.406116609892398	3	105	GO:0050906	detection of stimulus involved in sensory perception	0.71258226037288	BP
-797	0.406247832196688	5	26	GO:0050951	sensory perception of temperature stimulus	0.71258226037288	BP
-783	0.40626399999309	4	27	GO:0035561	regulation of chromatin binding	0.71258226037288	BP
-669	0.406368988760113	2	37	GO:0060048;GO:0035994	cardiac muscle contraction	0.71258226037288	BP
587	0.406623917529963	2	48	GO:0016073	snRNA metabolic process	0.71258226037288	BP
-248	0.406648766795501	2	273	GO:0090090;GO:0030178	negative regulation of Wnt signaling pathway	0.71258226037288	BP
-512	0.406987635713405	5	63	GO:0034763	negative regulation of transmembrane transport	0.71258226037288	BP
-829	0.407015949404327	4	24	GO:0032757;GO:0032677	regulation of interleukin-8 production	0.71258226037288	BP
-765	0.408550116458324	2	28	GO:0046931	pore complex assembly	0.714911813154775	BP
-809	0.408832828951488	3	25	GO:0050856;GO:0050854	regulation of antigen receptor-mediated signaling pathway	0.715050246652204	BP
232	0.409869107310899	3	307	GO:0072521;GO:0006163;GO:0009150;GO:0009259;GO:0019693	purine-containing compound metabolic process	0.716505875995957	BP
-443	0.41062956020823	5	83	GO:0002027	regulation of heart rate	0.717478117139952	BP
1161	0.411075771933054	3	12	GO:0060765	regulation of androgen receptor signaling pathway	0.717555932924063	BP
-432	0.411175506175301	3	87	GO:0060070	canonical Wnt signaling pathway	0.717555932924063	BP
-151	0.411287042419174	2	745	GO:0055085	transmembrane transport	0.717555932924063	BP
-355	0.411959426363032	3	129	GO:0006814	sodium ion transport	0.718372147659865	BP
-946	0.412178575928581	4	18	GO:0044036	cell wall macromolecule metabolic process	0.71839759735046	BP
-757	0.413103209915938	2	28	GO:0044257	cellular protein catabolic process	0.719652020448797	BP
1110	0.413312776800291	2	13	GO:2000209	regulation of anoikis	0.719660124998821	BP
-1109	0.413766276363978	4	13	GO:0070417	cellular response to cold	0.720092746575962	BP
917	0.414272050066936	3	19	GO:1901021	positive regulation of calcium ion transmembrane transporter activity	0.720615869160515	BP
798	0.414846772611687	5	25	GO:0032729;GO:0032649	regulation of interferon-gamma production	0.721258349213983	BP
-754	0.415158549339641	2	28	GO:0032691;GO:0032651;GO:0032692;GO:0032652	regulation of interleukin-1 beta production	0.721443258426927	BP
455	0.415764237307417	2	77	GO:0001936	regulation of endothelial cell proliferation	0.722095617487792	BP
425	0.415945169185024	4	88	GO:0042552;GO:0008366;GO:0007272	axon ensheathment	0.722095617487792	BP
-431	0.417367664324718	3	85	GO:0050433	regulation of catecholamine secretion	0.7242071329587	BP
-935	0.417737608445014	2	18	GO:0060674	placenta blood vessel development	0.724491101658711	BP
-1144	0.418183637163567	6	12	GO:0071637;GO:0071639	regulation of monocyte chemotactic protein-1 production	0.724906680018977	BP
327	0.418676678230069	3	148	GO:0051656	establishment of organelle localization	0.72540330238974	BP
-364	0.418913288598872	4	119	GO:0046474;GO:0045017	glycerolipid biosynthetic process	0.725455359743214	BP
954	0.421419326409294	2	17	GO:0038061	NIK/NF-kappaB signaling	0.728752604538518	BP
-803	0.421445559567283	2	24	GO:0070125;GO:0070126;GO:0006415	translational termination	0.728752604538518	BP
1136	0.421500252791006	4	12	GO:0039532	negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	0.728752604538518	BP
-430	0.421647292830942	2	84	GO:0006633	fatty acid biosynthetic process	0.728752604538518	BP
1090	0.421881178674742	3	13	GO:0007020	microtubule nucleation	0.728798179786372	BP
952	0.422709595579369	3	17	GO:0050687	negative regulation of defense response to virus	0.729254997952939	BP
-856	0.42271229415567	2	21	GO:0045792	negative regulation of cell size	0.729254997952939	BP
-694	0.422768558038777	2	32	GO:0032008	positive regulation of TOR signaling	0.729254997952939	BP
-1240	0.423042622937876	2	10	GO:0048713	regulation of oligodendrocyte differentiation	0.729259564086982	BP
-1131	0.423275405205323	4	12	GO:0006878;GO:0055070	copper ion homeostasis	0.729259564086982	BP
-784	0.423585792155617	2	25	GO:0048008	platelet-derived growth factor receptor signaling pathway	0.729259564086982	BP
-380	0.423601796907017	2	107	GO:0016049	cell growth	0.729259564086982	BP
950	0.423815327021856	3	17	GO:0007216	G protein-coupled glutamate receptor signaling pathway	0.729269685693659	BP
897	0.424241084090298	3	19	GO:0051560	mitochondrial calcium ion homeostasis	0.729644802803686	BP
-1044	0.424987888122607	4	14	GO:0048643;GO:0045844;GO:0048641;GO:0048636;GO:1901863	regulation of skeletal muscle tissue development	0.730280153500161	BP
-177	0.425144724159964	3	501	GO:0043161;GO:0010498;GO:0030163	protein catabolic process	0.730280153500161	BP
-570	0.425234314894029	6	47	GO:0006953;GO:0002526	acute inflammatory response	0.730280153500161	BP
-421	0.425836550480547	2	86	GO:0051954	positive regulation of amine transport	0.730956972281369	BP
-795	0.426406300445832	3	24	GO:0010823	negative regulation of mitochondrion organization	0.731457465487404	BP
1079	0.426550436910978	6	13	GO:0006309	apoptotic DNA fragmentation	0.731457465487404	BP
-1123	0.426752946122919	4	12	GO:0032429	regulation of phospholipase A2 activity	0.731457465487404	BP
-600	0.42736002892588	5	42	GO:0010863;GO:1900274	regulation of phospholipase C activity	0.731980046198714	BP
1077	0.427474679599534	2	13	GO:0000244	spliceosomal tri-snRNP complex assembly	0.731980046198714	BP
489	0.42806661828814	2	63	GO:0006029	proteoglycan metabolic process	0.732636434419078	BP
-407	0.428485367170169	2	91	GO:1900544;GO:0045981;GO:0032755	positive regulation of interleukin-6 production	0.732995913054863	BP
-912	0.429353075018469	5	18	GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	0.733809949806449	BP
131	0.429533701883208	2	926	GO:0051726	regulation of cell cycle	0.733809949806449	BP
-844	0.429588057175985	2	21	GO:2000785;GO:0044088	regulation of vacuole organization	0.733809949806449	BP
-358	0.42989691176149	3	117	GO:0007584	response to nutrient	0.733980531894192	BP
-563	0.430374871657532	2	47	GO:0019730	antimicrobial humoral response	0.734439528309647	BP
-840	0.431441220036647	3	21	GO:1901797	negative regulation of signal transduction by p53 class mediator	0.735309082463682	BP
-933	0.431689839512737	4	17	GO:0038096;GO:0002431;GO:0002433;GO:0038094	Fc-gamma receptor signaling pathway	0.735309082463682	BP
-420	0.432369467990723	2	84	GO:0051928	positive regulation of calcium ion transport	0.735309082463682	BP
352	0.432626846692625	2	120	GO:0040014	regulation of multicellular organism growth	0.735309082463682	BP
-623	0.432686357856113	5	38	GO:2000677	regulation of transcription regulatory region DNA binding	0.735309082463682	BP
-768	0.432695497296288	2	25	GO:0042730	fibrinolysis	0.735309082463682	BP
-312	0.43269870061342	2	153	GO:0007218	neuropeptide signaling pathway	0.735309082463682	BP
-931	0.432721899537752	2	17	GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation	0.735309082463682	BP
377	0.432768756677799	2	104	GO:0050821	protein stabilization	0.735309082463682	BP
-712	0.433338800271841	2	29	GO:0007512	adult heart development	0.735921598914268	BP
-371	0.433748698389275	3	107	GO:0006605	protein targeting	0.736002541396248	BP
-532	0.433805598146422	3	52	GO:0042446	hormone biosynthetic process	0.736002541396248	BP
-766	0.434292858697724	5	25	GO:0048251;GO:0085029	extracellular matrix assembly	0.736456199652096	BP
-503	0.434492382027091	2	58	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	0.736456199652096	BP
1149	0.436017614291934	2	11	GO:0000098	sulfur amino acid catabolic process	0.737587370520973	BP
279	0.436250190034633	7	189	GO:0071902	positive regulation of protein serine/threonine kinase activity	0.737587370520973	BP
1148	0.43645356546885	6	11	GO:0010866	regulation of triglyceride biosynthetic process	0.737587370520973	BP
952	0.436500623953008	2	16	GO:0140058	neuron projection arborization	0.737587370520973	BP
477	0.436543510740166	2	64	GO:0008406	gonad development	0.737587370520973	BP
524	0.436577528658673	5	53	GO:0035249	synaptic transmission, glutamatergic	0.737587370520973	BP
983	0.436629881353389	2	15	GO:0006525	arginine metabolic process	0.737587370520973	BP
-652	0.437230172998214	6	34	GO:0035335	peptidyl-tyrosine dephosphorylation	0.737742219936737	BP
-1016	0.437399324940318	2	14	GO:0060999	positive regulation of dendritic spine development	0.737742219936737	BP
224	0.43743677601422	2	293	GO:0043604	amide biosynthetic process	0.737742219936737	BP
652	0.437675463959687	3	34	GO:0035418;GO:1902414	protein localization to cell junction	0.737742219936737	BP
295	0.437829304613894	2	167	GO:0051346	negative regulation of hydrolase activity	0.737742219936737	BP
1096	0.43798192726882	3	12	GO:0051797	regulation of hair follicle development	0.737742219936737	BP
-1013	0.438884491647838	2	14	GO:0042455;GO:0046129;GO:0042451	ribonucleoside biosynthetic process	0.738908118248901	BP
-977	0.439561783278054	2	15	GO:0090049	regulation of cell migration involved in sprouting angiogenesis	0.739051405713088	BP
-1196	0.439582792192697	3	10	GO:0030511;GO:1903846	positive regulation of transforming growth factor beta receptor signaling pathway	0.739051405713088	BP
-258	0.439783659262253	2	218	GO:0034767;GO:0034764	positive regulation of transmembrane transport	0.739051405713088	BP
-639	0.440185855035498	-1	35	GO:0030828	obsolete positive regulation of cGMP biosynthetic process	0.739051405713088	BP
805	0.440283258581403	2	22	GO:0110110	positive regulation of animal organ morphogenesis	0.739051405713088	BP
401	0.440399621801191	2	89	GO:1903533	regulation of protein targeting	0.739051405713088	BP
434	0.440442651525482	3	76	GO:0009247	glycolipid biosynthetic process	0.739051405713088	BP
-292	0.441280815905165	3	168	GO:1903050;GO:1903362	regulation of cellular protein catabolic process	0.740104214641327	BP
372	0.442118059075214	2	103	GO:0072593	reactive oxygen species metabolic process	0.741154474211051	BP
-507	0.442655805209315	6	55	GO:0006487	protein N-linked glycosylation	0.741700039614777	BP
-423	0.442962234026161	2	79	GO:0050764	regulation of phagocytosis	0.741700039614777	BP
1083	0.443264523400822	3	12	GO:0001993	regulation of systemic arterial blood pressure by norepinephrine-epinephrine	0.741700039614777	BP
-399	0.443288263995278	2	89	GO:0051957;GO:1903793;GO:0051955;GO:0032892;GO:0032890	regulation of organic acid transport	0.741700039614777	BP
1001	0.444023993843998	2	14	GO:0014902	myotube differentiation	0.742577269704819	BP
-652	0.444390899978799	2	33	GO:0051017;GO:0061572	actin filament bundle organization	0.742584148245188	BP
966	0.444609609331199	2	15	GO:1990748;GO:0098754	detoxification	0.742584148245188	BP
-379	0.44466243273338	2	98	GO:0051896	regulation of protein kinase B signaling	0.742584148245188	BP
-881	0.444908390915261	2	18	GO:0002335	mature B cell differentiation	0.742641762782508	BP
1182	0.445151901018895	2	10	GO:0006579	amino-acid betaine catabolic process	0.742695238184494	BP
-815	0.445460268504937	2	21	GO:0002088	lens development in camera-type eye	0.742856820032924	BP
-276	0.445871362822847	2	185	GO:0043087	regulation of GTPase activity	0.743189476143255	BP
528	0.446333717868407	2	50	GO:0048675;GO:1990138	neuron projection extension	0.743532361053337	BP
996	0.446500498138237	2	14	GO:0033077	T cell differentiation in thymus	0.743532361053337	BP
-1176	0.447120212337201	2	10	GO:0070986	left/right axis specification	0.743921914331533	BP
716	0.447399089528133	2	27	GO:0002200	somatic diversification of immune receptors	0.743921914331533	BP
-960	0.447429940994885	2	15	GO:0006578	amino-acid betaine biosynthetic process	0.743921914331533	BP
355	0.447581721236483	2	110	GO:0000302	response to reactive oxygen species	0.743921914331533	BP
852	0.44792797634004	2	19	GO:0035307	positive regulation of protein dephosphorylation	0.7441318721006	BP
-245	0.448153993292255	2	232	GO:0016042	lipid catabolic process	0.7441318721006	BP
-689	0.448508062297227	2	29	GO:0048286	lung alveolus development	0.7441318721006	BP
-268	0.448713937091613	4	194	GO:0007420	brain development	0.7441318721006	BP
874	0.44876745589666	2	18	GO:0016242	negative regulation of macroautophagy	0.7441318721006	BP
-1171	0.449093464226617	4	10	GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator	0.744321022351996	BP
-300	0.450428379557572	2	153	GO:0006470;GO:0016311	dephosphorylation	0.746181353304808	BP
-895	0.451050003005267	2	17	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	0.746858845145921	BP
-153	0.451491702533267	2	605	GO:0007189;GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	0.747237916728008	BP
803	0.452102848321012	2	21	GO:0031365;GO:0006474	N-terminal protein amino acid modification	0.747896939850869	BP
918	0.452887348279535	3	16	GO:0086001	cardiac muscle cell action potential	0.748509493279342	BP
-392	0.452899394424431	3	88	GO:0006909	phagocytosis	0.748509493279342	BP
-865	0.453545285290758	2	18	GO:0045010	actin nucleation	0.74907363084679	BP
-765	0.453667315720707	2	23	GO:0070536	protein K63-linked deubiquitination	0.74907363084679	BP
1104	0.454505416704126	4	11	GO:0045190;GO:0002204;GO:0002208	somatic diversification of immunoglobulins involved in immune response	0.750104804259817	BP
1156	0.45496471762773	5	10	GO:0036498	IRE1-mediated unfolded protein response	0.750476779878297	BP
-691	0.455461359408546	5	28	GO:0097061;GO:0099173;GO:0106027	dendritic spine organization	0.750476779878297	BP
-585	0.45549391664654	2	39	GO:0048703	embryonic viscerocranium morphogenesis	0.750476779878297	BP
-392	0.45558556227236	4	87	GO:0010595;GO:0010594	regulation of endothelial cell migration	0.750476779878297	BP
362	0.455982140741414	5	102	GO:0006006	glucose metabolic process	0.750777908243716	BP
-307	0.456348931859252	5	142	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	0.751029732281955	BP
-1051	0.457039758436541	5	12	GO:0030212	hyaluronan metabolic process	0.751713031165844	BP
-1151	0.45719220802114	2	10	GO:0034389	lipid droplet organization	0.751713031165844	BP
372	0.457981146404193	2	96	GO:0006672	ceramide metabolic process	0.752210940133846	BP
1094	0.45827023017376	2	11	GO:0000019	regulation of mitotic recombination	0.752210940133846	BP
-1048	0.458398184584975	4	12	GO:0019344	cysteine biosynthetic process	0.752210940133846	BP
-518	0.458816912214801	2	49	GO:0002920	regulation of humoral immune response	0.752210940133846	BP
-567	0.458826095313033	2	41	GO:0061337;GO:0035637	multicellular organismal signaling	0.752210940133846	BP
-199	0.458940351513392	2	337	GO:0002694;GO:0050865	regulation of cell activation	0.752210940133846	BP
811	0.458994317968916	2	20	GO:0003026;GO:0001976	nervous system process involved in regulation of systemic arterial blood pressure	0.752210940133846	BP
-286	0.46070173319389	2	161	GO:0007568	aging	0.754155256408548	BP
902	0.460898353936953	2	16	GO:0045887;GO:1904398	positive regulation of synaptic assembly at neuromuscular junction	0.754155256408548	BP
216	0.4609985723509	5	284	GO:0048193	Golgi vesicle transport	0.754155256408548	BP
1088	0.461039674119918	3	11	GO:1900037	regulation of cellular response to hypoxia	0.754155256408548	BP
-609	0.46181773757666	3	35	GO:0006730	one-carbon metabolic process	0.754834711174463	BP
-299	0.461920887786514	5	146	GO:0032147	activation of protein kinase activity	0.754834711174463	BP
706	0.462099837421724	2	26	GO:0030718	germ-line stem cell population maintenance	0.754834711174463	BP
929	0.462342167402764	2	15	GO:0009048;GO:0007549	dosage compensation	0.754879447660859	BP
-785	0.462612652300961	4	21	GO:0060445	branching involved in salivary gland morphogenesis	0.754970090558074	BP
871	0.462934363852364	-1	17	GO:0042769	obsolete DNA damage response, detection of DNA damage	0.755026251130147	BP
-1135	0.463122609354033	2	10	GO:1903651	positive regulation of cytoplasmic transport	0.755026251130147	BP
1082	0.463292019130258	2	11	GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	0.755026251130147	BP
-1134	0.463635170736137	4	10	GO:0048632	negative regulation of skeletal muscle tissue growth	0.755235027655526	BP
-1035	0.463962523069452	5	12	GO:0043174	nucleoside salvage	0.755417886425552	BP
-502	0.464394720231082	2	51	GO:0048146	positive regulation of fibroblast proliferation	0.755566868321021	BP
-98	0.464484302023088	3	1473	GO:0008104;GO:0033036	macromolecule localization	0.755566868321021	BP
-437	0.465273537011073	2	67	GO:0031281;GO:0051349	positive regulation of cyclase activity	0.756500306473559	BP
-241	0.467255620947037	3	221	GO:0050708	regulation of protein secretion	0.759161368273843	BP
-362	0.467342505184524	3	97	GO:0045471	response to ethanol	0.759161368273843	BP
-530	0.468296532129516	2	45	GO:0071359;GO:0043331	response to dsRNA	0.760359417863551	BP
-627	0.46862727579998	3	32	GO:0031110	regulation of microtubule polymerization or depolymerization	0.760544820984071	BP
-773	0.469520566029149	2	21	GO:0048169	regulation of long-term neuronal synaptic plasticity	0.761452299447876	BP
-522	0.46962006850914	2	46	GO:0009913	epidermal cell differentiation	0.761452299447876	BP
284	0.47010775709045	2	156	GO:0006913;GO:0051169	nucleocytoplasmic transport	0.761641344345037	BP
-566	0.470170397078599	5	39	GO:0031532	actin cytoskeleton reorganization	0.761641344345037	BP
558	0.470918701833263	2	40	GO:0006368;GO:0006354	DNA-templated transcription, elongation	0.762501835333527	BP
855	0.471227999435189	4	17	GO:0046856	phosphatidylinositol dephosphorylation	0.762651029500638	BP
-279	0.472179827234988	3	160	GO:2000241	regulation of reproductive process	0.763092503353434	BP
-484	0.472201328309762	2	53	GO:0030168	platelet activation	0.763092503353434	BP
459	0.4722661127064	2	59	GO:2000279	negative regulation of DNA biosynthetic process	0.763092503353434	BP
665	0.472529458875934	2	28	GO:2000252;GO:0048521	negative regulation of behavior	0.763092503353434	BP
549	0.472693005260003	5	41	GO:0046622	positive regulation of organ growth	0.763092503353434	BP
-1059	0.472989609568058	5	11	GO:0034418;GO:0009115;GO:0046110	xanthine metabolic process	0.763092503353434	BP
-906	0.473266039667764	3	15	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	0.763092503353434	BP
-1058	0.473388953020344	3	11	GO:0090251	protein localization involved in establishment of planar polarity	0.763092503353434	BP
-507	0.473456311163762	2	48	GO:0075733;GO:0046794	transport of virus	0.763092503353434	BP
-1056	0.474264353043167	2	11	GO:0090385	phagosome-lysosome fusion	0.764031218768169	BP
600	0.474719903625492	2	34	GO:0003351;GO:0006858	extracellular transport	0.764031218768169	BP
-661	0.474808422930636	3	28	GO:1904019	epithelial cell apoptotic process	0.764031218768169	BP
-619	0.474908926700146	2	32	GO:0071470	cellular response to osmotic stress	0.764031218768169	BP
-873	0.475351363448907	2	16	GO:0043030;GO:0043032	regulation of macrophage activation	0.764392851846411	BP
503	0.476799288183358	3	48	GO:0072523	purine-containing compound catabolic process	0.766370297528583	BP
-333	0.477362836101349	3	110	GO:0006959	humoral immune response	0.766492946057183	BP
-777	0.477619547613512	2	20	GO:0032768;GO:0032770	regulation of monooxygenase activity	0.766492946057183	BP
425	0.477674266580524	2	67	GO:0051101	regulation of DNA binding	0.766492946057183	BP
133	0.477748593086325	2	714	GO:0007049	cell cycle	0.766492946057183	BP
928	0.478044599726177	2	14	GO:0007076	mitotic chromosome condensation	0.766617641204719	BP
-288	0.478996858653014	2	146	GO:0007605;GO:0050954	sensory perception of mechanical stimulus	0.7669539102225	BP
-506	0.479022585110568	3	47	GO:0006367	transcription initiation from RNA polymerase II promoter	0.7669539102225	BP
840	0.479171493202774	3	17	GO:1903792;GO:0032891	negative regulation of anion transport	0.7669539102225	BP
-433	0.479316910336706	6	64	GO:0055072	iron ion homeostasis	0.7669539102225	BP
794	0.479448013223325	3	19	GO:0034260	negative regulation of GTPase activity	0.7669539102225	BP
-654	0.479564574842998	6	28	GO:0061028;GO:0090557	establishment of endothelial barrier	0.7669539102225	BP
-838	0.480034606044213	2	17	GO:1903077;GO:1904376;GO:1905476	negative regulation of protein localization to membrane	0.7673561840816	BP
521	0.480843148744246	5	44	GO:0008584	male gonad development	0.76829897105996	BP
478	0.481380224795308	3	52	GO:0030900	forebrain development	0.768514350617552	BP
-890	0.481415595489355	2	15	GO:1903225;GO:1903224	regulation of endodermal cell differentiation	0.768514350617552	BP
-811	0.481995883631828	2	18	GO:0070839	metal ion export	0.769002341700871	BP
-954	0.482159213105159	2	13	GO:0048566	embryonic digestive tract development	0.769002341700871	BP
390	0.482607758581415	2	78	GO:0019748	secondary metabolic process	0.769368337783899	BP
1086	0.48294152359193	3	10	GO:0001573	ganglioside metabolic process	0.769524779500032	BP
-275	0.483348424784234	2	157	GO:0019221	cytokine-mediated signaling pathway	0.769524779500032	BP
-530	0.483363229947913	2	42	GO:0046456	icosanoid biosynthetic process	0.769524779500032	BP
-571	0.483932968625247	4	36	GO:0002762	negative regulation of myeloid leukocyte differentiation	0.770082730318019	BP
830	0.484502331043358	2	17	GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	0.770639577275486	BP
-765	0.484766318034168	5	20	GO:0060602	branch elongation of an epithelium	0.770710415996378	BP
1030	0.485185157560839	4	11	GO:0043049	otic placode formation	0.770722645119379	BP
-670	0.48521291809765	2	26	GO:0090037;GO:0090036	regulation of protein kinase C signaling	0.770722645119379	BP
985	0.485815609155636	2	12	GO:0042481;GO:0042487	regulation of odontogenesis	0.771036380281581	BP
-711	0.486241082742779	2	23	GO:0048857	neural nucleus development	0.771036380281581	BP
984	0.486259018315124	5	12	GO:0051782	negative regulation of cell division	0.771036380281581	BP
622	0.48632716202765	3	30	GO:0070301	cellular response to hydrogen peroxide	0.771036380281581	BP
-164	0.486508148833708	2	441	GO:0080135	regulation of cellular response to stress	0.771036380281581	BP
-255	0.486788768981058	4	180	GO:0032886	regulation of microtubule-based process	0.771133133361063	BP
981	0.48760906524051	2	12	GO:0035738;GO:0035737;GO:0035806	envenomation resulting in modulation of process in another organism	0.772084326927264	BP
-196	0.488442036100728	3	306	GO:0072657;GO:0051668	localization within membrane	0.773054723202234	BP
-1068	0.490312748436838	4	10	GO:0006388;GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	0.775665933563142	BP
-1017	0.49067680687443	2	11	GO:0032728	positive regulation of interferon-beta production	0.7758379484259	BP
736	0.490863303360578	3	21	GO:0006458	'de novo' protein folding	0.7758379484259	BP
287	0.491215014139792	3	139	GO:0042593;GO:0033500	glucose homeostasis	0.776044592739069	BP
463	0.491552539928931	4	53	GO:0060259	regulation of feeding behavior	0.776228651182736	BP
660	0.49211399290833	3	26	GO:0061001;GO:0099175	regulation of postsynapse organization	0.776598809606624	BP
970	0.492229199938595	5	12	GO:0007143	female meiotic nuclear division	0.776598809606624	BP
-770	0.492768571781312	2	19	GO:0031929	TOR signaling	0.777100684371786	BP
-1059	0.493653514390598	3	10	GO:0009584	detection of visible light	0.778146832378716	BP
-523	0.494549984760614	2	41	GO:0043388	positive regulation of DNA binding	0.779210204791062	BP
-1056	0.494837914853175	2	10	GO:0045967	negative regulation of growth rate	0.779314240791189	BP
285	0.49543401136392	2	138	GO:0016482	cytosolic transport	0.779903293550017	BP
599	0.495822622972032	4	31	GO:0003281	ventricular septum development	0.780165345823377	BP
